sample_index,sensor,vec_x,vec_y,vec_z,acc
10,2,-0.06322421678622127,-0.03193992307797964,-0.997488062299416,0.1959704476800373
10,3,-0.021095295411550582,0.055496570015985125,-0.99823598912484,0.1173692190048752
10,4,-0.2017908701303321,-0.014747496550263278,-0.9793175951754292,0.22144771740405228
10,5,-0.020995917078783156,-0.08043954328650035,-0.9965383719824472,0.08425874634996
11,1,-0.0874319934403642,0.040198613049117,-0.995359104942289,0.04065255950402638
11,2,-0.0622752485347605,-0.03168163919307191,-0.9975560330478861,0.17373826835611578
11,3,-0.021183564011160484,0.055315842872925125,-0.9982441634130886,0.08969739643386625
11,4,-0.20120226646656492,-0.014613009049253575,-0.9794406885826479,0.2120077937064482
11,5,-0.02127933660764943,-0.08019272276734185,-0.9965521695625148,0.10155370783526635
12,1,-0.08733181895991905,0.040304640820738764,-0.9953635775289664,0.05477059668922047
12,2,-0.060802114160301374,-0.03179910867138474,-0.9976431471202932,0.12868660410703983
12,3,-0.02139362473714613,0.055364028808950416,-0.9982369965246796,0.06002756002646701
12,4,-0.2002997710574759,-0.013798173957363815,-0.9796375168907472,0.18326586686863708
12,5,-0.021403133295367943,-0.08018206943696729,-0.996550429031295,0.07701054476766248
13,1,-0.0874193756506135,0.040263098949189904,-0.995357619373298,0.07064540322282296
13,2,-0.059996309354189224,-0.03206734740954001,-0.997683382337915,0.12868660410703983
13,3,-0.02149460953606022,0.05552364071374823,-0.9982260047946708,0.042515271582945144
13,4,-0.1997014048227864,-0.013656440154089712,-0.9797616703151449,0.18326586686863708
13,5,-0.021578008532506892,-0.08031144438889047,-0.9965361857197416,0.09150338781203976
14,1,-0.0874890888222533,0.040141157185223764,-0.9953564709527744,0.05068780169772038
14,2,-0.059189970088911324,-0.032333826576385616,-0.9977229595228736,0.06100503119785998
14,3,-0.02156836705721597,0.05570464296708666,-0.9982142645386239,0.09300908521340172
14,4,-0.19910301090861748,-0.013514698928823309,-0.9798854197980881,0.18326586686863708
14,5,-0.021553881749551317,-0.08029359562197791,-0.9965381738025999,0.11627687468866203
15,1,-0.08762270299055858,0.04033916708145942,-0.995336591757744,0.036907961757497436
15,2,-0.05880765976454407,-0.032551259218078006,-0.9977384697438616,0.07306081774450454
15,3,-0.021770549527477,0.055850404432920914,-0.9982017705686848,0.0835426963656346
15,4,-0.1985043488561307,-0.01337283809600462,-0.9800087821980056,0.2006130237238469
15,5,-0.02189382021648796,-0.07998633922577285,-0.9965555512122632,0.09017056630571099
16,1,-0.08744280999713884,0.04052475995729885,-0.9953449713152814,0.08265365844125279
16,2,-0.058375274835566336,-0.032729464045025664,-0.9977580642792522,0.07306081774450454
16,3,-0.0219443873670545,0.05616666936387674,-0.99818026837252,0.11064225978244677
16,4,-0.19812549444799984,-0.013202783959033126,-0.9800877415665948,0.162999828583351
16,5,-0.02204360693471369,-0.07989114576693968,-0.996559806889206,0.08907749288541361
17,1,-0.08740615732541285,0.04040926812821423,-0.9953527988918756,0.061824459436833235
17,2,-0.0579426964294652,-0.032907380966312384,-0.997777444844448,0.11737872391567253
17,3,-0.022053690394433983,0.056403481000360016,-0.99816445371492,0.12469245641558843
17,4,-0.1978095658695304,-0.013126241608592923,-0.9801525360305224,0.162999828583351
17,5,-0.02205080084929156,-0.07991221928160151,-0.9965580012638641,0.062173435774423136
18,1,-0.08738487196423607,0.04041497425778527,-0.995354406449418,0.046667431069221325
18,2,-0.057486009877489315,-0.033028331919511364,-0.997799800199179,0.0907872632130012
18,3,-0.022300952266424957,0.056606710545531375,-0.998147412863672,0.07686421723725483
18,4,-0.1974935107983232,-0.013049630888976052,-0.9802173670236682,0.23724727480483662
18,5,-0.02203604098980056,-0.07968771226597594,-0.996576264743986,0.06223303562415614
19,1,-0.0873442747593591,0.04050595100631888,-0.995354370075338,0.027749435556730054
19,2,-0.05716408827832315,-0.033338617251274134,-0.99780803538892,0.0907872632130012
19,3,-0.022474711508689262,0.05685765931002201,-0.9981292327783567,0.1445956551400015
19,4,-0.19705647786241445,-0.012996993196414557,-0.980305932562386,0.1616383291801588
19,5,-0.021893327364365937,-0.0797791485115119,-0.9965721047234404,0.02765948778074426
20,1,-0.08736169859680387,0.04056381237034853,-0.995350529018012,0.018230328858555626
20,2,-0.05684224241780439,-0.03364909866879927,-0.997816014191142,0.1667816310874253
20,3,-0.022850559187245444,0.05695632012427077,-0.998115134279374,0.1172607613517524
20,4,-0.196712784849998,-0.012903673269703585,-0.9803761816743116,0.1616383291801588
20,5,-0.02195271204795532,-0.07984999522733932,-0.9965651775839836,0.0480798821423221
21,1,-0.08729148146107213,0.04049332897592477,-0.9953594713736882,0.0429662709628423
21,2,-0.05675335110559939,-0.03399934426028767,-0.997809130853656,0.16777294596479705
21,3,-0.023183426908889655,0.05689137803473235,-0.99811120210964,0.1360768504763292
21,4,-0.196369009373796,-0.012810140480778888,-0.980446384926464,0.16453363090149367
21,5,-0.02185935055309462,-0.07988432535409012,-0.996564436821592,0.010884370421274048
22,1,-0.08726064086480101,0.04054265511743148,-0.9953601352090994,0.026345228019865316
22,2,-0.0566272152097214,-0.034209530792704716,-0.9978091667347798,0.16777294596479705
22,3,-0.0234753408740146,0.05675798284139798,-0.998111922638178,0.059508685143448536
22,4,-0.19595134651452886,-0.012692166558393787,-0.9805315250103102,0.20121895967803505
22,5,-0.021915618794836018,-0.07988260381819301,-0.996563371667262,0.028385799165040703
23,1,-0.08727299812925941,0.04050148007030932,-0.9953607394900359,0.03529548737127571
23,2,-0.056501095873586524,-0.03441974107090021,-0.997808997850776,0.09912652866113951
23,3,-0.024501555172819336,0.056684630247616434,-0.998091418385854,0.06643639137093328
23,4,-0.19554165758460326,-0.012557211903946652,-0.980615020219024,0.20121895967803505
23,5,-0.021874182329402646,-0.0800147350409686,-0.996553586539524,0.03686129409663462
24,1,-0.08733211505478837,0.04061934324089371,-0.9953507874521598,0.036561009883860233
24,2,-0.05640333191083756,-0.03433743668693398,-0.9978174002226541,0.08402877673720771
24,3,-0.024154400493547785,0.05726282127400265,-0.9980669089871329,0.29773246532388464
24,4,-0.1951319421731108,-0.0124221335310633,-0.980698315505292,0.18072701985335649
24,5,-0.021804545490506564,-0.08006537293222024,-0.996551149109748,0.05748718787453453
25,1,-0.08714923791018546,0.04056502411407338,-0.9953689912620641,0.03653481297339885
25,2,-0.05600174870266417,-0.03405252117236176,-0.9978497516393818,0.08402877673720771
25,3,-0.023868010225277105,0.05790741495533694,-0.9980365582056558,0.17789274273975772
25,4,-0.1944728619689619,-0.012626440245112294,-0.9808265776335999,0.17267206411414188
25,5,-0.02180810247329848,-0.08016966405959286,-0.9965425817497701,0.03642124721979371
26,1,-0.08719380514413999,0.04054875327633605,-0.9953657751484158,0.018835195459516254
26,2,-0.05559990498649738,-0.03376800197462152,-0.9978819200866887,0.06024236763508881
26,3,-0.02342394548633278,0.058222425974612774,-0.998028781513998,0.15805202836389642
26,4,-0.1940731848252345,-0.012628989617835576,-0.9809058255227135,0.17267206411414188
26,5,-0.02190018898230193,-0.08012380859925804,-0.99654428800993,0.033204744295559016
27,1,-0.08722251224054292,0.040523374196443585,-0.9953643155501072,0.05795214797663053
27,2,-0.05510881012687742,-0.033108138963275614,-0.9979312637071848,0.12147172676766162
27,3,-0.02344486869377304,0.05804722146999615,-0.998038498165076,0.05751033565766902
27,4,-0.19367348386001032,-0.012631669988792095,-0.9809847185176772,0.15436053588197385
27,5,-0.021782306011764143,-0.0801591362241974,-0.996544086033468,0.0850545189773408
28,1,-0.0872714425428214,0.04039374315673547,-0.9953653647590136,0.03734386950860254
28,2,-0.05472324608264596,-0.03259880130069873,-0.9979692589921476,0.12147172676766162
28,3,-0.023308250464327402,0.05804230803660788,-0.9980419594003961,0.08452126465932822
28,4,-0.19330969647540944,-0.012642197108451143,-0.9810563417919616,0.19382417812218977
28,5,-0.021630634020374163,-0.08017400925345733,-0.99654623441892,0.06016212432684314
29,1,-0.08715673160636682,0.04041654996399365,-0.99537435883914,0.04800640964144209
29,2,-0.05433748202284087,-0.032089742120523665,-0.998006810604813,0.11283082664903937
29,3,-0.023284517287531517,0.057617270799561124,-0.9980671780605258,0.15528799943582955
29,4,-0.1929347136774876,-0.012533289447391807,-0.9811314948869164,0.19382417812218977
29,5,-0.02149067173986753,-0.08015566750231287,-0.996550673601052,0.04351743674400917
30,1,-0.08717787580881782,0.04034951763713625,-0.995375316999526,0.07823116936202062
30,2,-0.053982423964323366,-0.031624060095262696,-0.9980410280209948,0.0929048420415904
30,3,-0.02324830636314988,0.05720936257446067,-0.9980914743884696,0.047973604818613944
30,4,-0.19255980521804703,-0.012424411410215929,-0.9812065732379154,0.1654832751871138
30,5,-0.021471443976289445,-0.08012623617381788,-0.9965534089366276,0.022610816684695334
31,1,-0.08716155562910563,0.040093661172532664,-0.9953870824608306,0.08310928189334374
31,2,-0.05420444597403058,-0.031244379409558636,-0.998040863390234,0.10866900335662333
31,3,-0.02327805247531564,0.05720078695087333,-0.998091248106428,0.09377282843028706
31,4,-0.1918649529462295,-0.012623800935451679,-0.9813400894785279,0.17520084748034936
31,5,-0.02155576069034078,-0.08039890990658169,-0.9965296678050716,0.1166510221766916
32,1,-0.08726157136713145,0.040177877140641374,-0.9953749351617212,0.028744553845526395
32,2,-0.05419044682425887,-0.031027937545700268,-0.99804839136773,0.09357921220331925
32,3,-0.02339957177222096,0.05727087072152445,-0.9980843572765498,0.10556382928551969
32,4,-0.19156447881921715,-0.012668444591199826,-0.9813983015502049,0.24562580466822279
32,5,-0.021413922616413183,-0.08063923387074018,-0.9965132957139512,0.023965179477174896
33,1,-0.08742384520672147,0.04008377771987856,-0.9953644594431884,0.07140205851092608
33,2,-0.05434134087596867,-0.030785247532795438,-0.99804777173604,0.09357921220331925
33,3,-0.024192435829443863,0.056920942952576874,-0.9980854756532012,0.1155313572799716
33,4,-0.19118379948641676,-0.012877147009662096,-0.9814697735078156,0.1970280450961489
33,5,-0.02118341541614841,-0.08074812006660029,-0.996509366425608,0.07539519382217107
34,1,-0.0874676781168612,0.04027617378890745,-0.9953527955396341,0.04205089419104247
34,2,-0.05449209477714898,-0.03054246741990149,-0.9980469531260492,0.0827221182206994
34,3,-0.024964609822320512,0.05671749864858866,-0.9980781295671391,0.09506264533700964
34,4,-0.1907856249285631,-0.012989448014906688,-0.9815458173711904,0.1970280450961489
34,5,-0.021155738324973576,-0.0808561096970363,-0.9965012667311021,0.026669309853179616
35,1,-0.08760655403516998,0.04007044344611975,-0.9953489121429101,0.08814128718723199
35,2,-0.05441910702118855,-0.030633095956260993,-0.9980482083639882,0.09083803651520105
35,3,-0.025534482823399863,0.056432734204284477,-0.99807977206617,0.06744821992725268
35,4,-0.1903873205258492,-0.013101534455749846,-0.9816216674378612,0.18043658762950623
35,5,-0.021117255459220385,-0.08087651678723531,-0.9965004255664672,0.0174749599897881
36,1,-0.08765703528657579,0.04018665952454475,-0.9953397532182104,0.0758687355262712
36,2,-0.05466945453414933,-0.03079538793439225,-0.9980294382682988,0.09083803651520105
36,3,-0.026052331872176742,0.056212873782355635,-0.9980788898437198,0.0634526839220739
36,4,-0.1901179278198069,-0.01311815480962675,-0.9816736114257296,0.14444392539628015
36,5,-0.02105787509335705,-0.08092124789319557,-0.9964979943544012,0.010904242339038677
37,1,-0.08782733379595285,0.040107341110160184,-0.9953279584192359,0.06240293456746508
37,2,-0.05491980175330332,-0.030957610718059133,-0.9980107740449742,0.10371180125731765
37,3,-0.026495855965529117,0.055879136778968594,-0.9980858944476778,0.025889367870014543
37,4,-0.1898757200078235,-0.013123952967235432,-0.9817204185020209,0.14444392539628015
37,5,-0.020959475267020255,-0.08119257969487015,-0.99647798397356,0.08587931619483638
38,1,-0.08776420649475035,0.03992174446908733,-0.995341024762728,0.06405902613050522
38,2,-0.055346596525540935,-0.031163062705303324,-0.9979807979632848,0.07260844574281221
38,3,-0.02695118968142225,0.055724857949088685,-0.9980823374343216,0.07740365758599636
38,4,-0.18963361472753384,-0.01312979407780416,-0.981767179249016,0.13241818815899026
38,5,-0.02105977574525783,-0.08139631202690745,-0.9964593152566236,0.05099580644227391
39,1,-0.08778852942260673,0.039935849511185235,-0.9953382723087386,0.03303229566743441
39,2,-0.05562424963904463,-0.03120366025208235,-0.9979640636034818,0.07260844574281221
39,3,-0.02712891268421442,0.055796498427218205,-0.998073555345848,0.052048564383774164
39,4,-0.18914326775422816,-0.01311936311546922,-0.981861906002164,0.1527425303875703
39,5,-0.021161839478248182,-0.08143199119173113,-0.9964542138965098,0.06177874450146928
40,1,-0.0878737835021866,0.039806835118727533,-0.9953359505283842,0.05569459290581754
40,2,-0.0559018222412659,-0.03124410287683255,-0.997947234751178,0.06783393553772182
40,3,-0.027721698307799005,0.055572890814149886,-0.9980697205225262,0.1298575974544516
40,4,-0.18888576074448107,-0.013132913264442748,-0.981911227247986,0.1591583239186139
40,5,-0.021281184236996226,-0.08152578565445083,-0.9964440052620456,0.05415015032118413
41,1,-0.08782812529891504,0.03977908950665116,-0.995341083951952,0.031224667700121597
41,2,-0.05569918477389205,-0.03126582691422482,-0.997957962991934,0.07919434138417737
41,3,-0.02815276618150926,0.055461793040955706,-0.9980638451413598,0.04247358604115059
41,4,-0.18848128732030672,-0.013092464941283036,-0.981989567012682,0.21499245184451318
41,5,-0.021330431626287248,-0.08154991371635296,-0.9964410223808298,0.09697802178687974
42,1,-0.08785204482031646,0.03974687120589357,-0.9953402466745118,0.03886824598694284
42,2,-0.05556486805979946,-0.03131342071472938,-0.99796387029888,0.07919434138417737
42,3,-0.028437136384068033,0.0555990982062461,-0.9980481676334441,0.0914964704210234
42,4,-0.1882407482526867,-0.013175953377460782,-0.9820344822838344,0.21499245184451318
42,5,-0.021324539304758205,-0.0815286770142469,-0.9964428472303768,0.08399492046253001
43,1,-0.08770313788821099,0.039677979402830056,-0.9953561805394936,0.07418759575940022
43,2,-0.05543064180472156,-0.0313610849406608,-0.99796993012384,0.07919434138417737
43,3,-0.028773365571265776,0.05561283809070938,-0.9980376700487632,0.13560363550192625
43,4,-0.18800036708494086,-0.013259521982681044,-0.9820794473535416,0.14110849461457334
43,5,-0.021168559949970082,-0.08151288041463584,-0.9964474996685301,0.03150308385902047
44,1,-0.08760430173941589,0.03950018477050672,-0.995371899419955,0.03483958047874027
44,2,-0.055296420692083785,-0.03140889935124938,-0.997975845395784,0.06526103221391534
44,3,-0.029109074113419058,0.05560427417515245,-0.9980284203687948,0.09943497071297096
44,4,-0.18782731424571333,-0.013209991838462054,-0.9821132938939212,0.14110849461457334
44,5,-0.020921012717150883,-0.08162123964116927,-0.9964437902524648,0.04140952807031229
45,1,-0.08758276695333868,0.03953293911482377,-0.9953725910392798,0.035854068398853765
45,2,-0.05506202710854858,-0.031578303440918463,-0.9979834717525681,0.06526103221391534
45,3,-0.02946535522250761,0.05564847452331318,-0.9980155548253459,0.11712125891558706
45,4,-0.18765429963420466,-0.013160314229125877,-0.9821469975898579,0.10466436893066804
45,5,-0.02076844141365645,-0.08163127839713002,-0.9964461613291392,0.02923990779837152
46,1,-0.08762762945974502,0.03926967801116926,-0.9953790150070736,0.08734212909947825
46,2,-0.05482780324375165,-0.03174797110103768,-0.9979910109275772,0.033572648964312564
46,3,-0.029805184179528217,0.055803884653248766,-0.9979967989886759,0.15359418200582373
46,4,-0.1876179696106047,-0.01325763641030088,-0.9821526488040018,0.14907730103057235
46,5,-0.020775854570690328,-0.08164082579132917,-0.996445248574684,0.06593951929249452
47,1,-0.08769137685931769,0.039390562497700086,-0.9953685432582929,0.06665152489192508
47,2,-0.054309396168106115,-0.03174453603583511,-0.99801940420067,0.033572648964312564
47,3,-0.030019540770374862,0.055802581503715684,-0.9979904354671736,0.09440551257915672
47,4,-0.1876646791568984,-0.01315103145116057,-0.982145121601945,0.14907730103057235
47,5,-0.02080497594458093,-0.08159914219311168,-0.9964479920914636,0.02687985193824098
48,1,-0.08778149302994663,0.03947387625957823,-0.9953573863178778,0.033352292058521076
48,2,-0.053791099132389913,-0.0317413339801862,-0.9980475507446306,0.06124432002342536
48,3,-0.03041450053693975,0.05598021109766331,-0.99796849072864,0.11288743027268264
48,4,-0.1877112956514725,-0.013044392586842882,-0.982137616977108,0.09768019242891421
48,5,-0.020767540936208254,-0.0815805848993317,-0.9964504040421648,0.05523375265401075
49,1,-0.08779592586527753,0.03953112695675702,-0.99535372462904,0.03560897282018157
49,2,-0.053255322304927945,-0.031630376510622324,-0.998079852856226,0.18204651160103005
49,3,-0.030746869808188058,0.05618081245186622,-0.9979470747780678,0.16333949597166889
49,4,-0.18763591256295148,-0.0131724838926977,-0.982150303024692,0.12930120132019707
49,5,-0.020734253377135997,-0.08146963381106932,-0.9964601536586198,0.030647076380812037
50,1,-0.0877872286168823,0.03951735464788765,-0.9953550466200376,0.05056127564505758
50,2,-0.05293808754406984,-0.031404280010638316,-0.9981038529688216,0.15581049436809702
50,3,-0.031152254529060838,0.056324761331803065,-0.9979264004618336,0.13811949819213595
50,4,-0.1875365050329767,-0.01321000029977415,-0.982168770527803,0.12930120132019707
50,5,-0.02078207420823133,-0.08142975697020688,-0.996462359349326,0.03600497764727805
51,1,-0.08775789236766196,0.0395386515709866,-0.9953568910721192,0.04370534774122814
51,2,-0.052924981952113016,-0.031243048617210868,-0.998109624888456,0.15581049436809702
51,3,-0.031304506815359415,0.05619330608962709,-0.9979290165244838,0.08267109332973481
51,4,-0.1874372114231759,-0.013247678270157359,-0.9821872086392038,0.144177466240802
51,5,-0.020780658871556144,-0.08163491877754478,-0.9964456615938571,0.06001461645845393
52,1,-0.08788080457155632,0.03954263242469909,-0.9953458553828438,0.05323346409852857
52,2,-0.05291197565451372,-0.031081841021623414,-0.998115346853001,0.14152812114066823
52,3,-0.03140723164640178,0.05635992873245022,-0.9979164382493582,0.06269175020110106
52,4,-0.187322735011604,-0.013153822662807187,-0.9822104193282712,0.14963763721037457
52,5,-0.020759136525607045,-0.08147734348741048,-0.996458943456095,0.05662832850628831
53,1,-0.08787242956392212,0.039624333235223234,-0.9953433629311166,0.024264179950007642
53,2,-0.05292790807409562,-0.03119105239443655,-0.998111004692112,0.14152812114066823
53,3,-0.031435374740753634,0.0564864908955896,-0.9979083391467356,0.07189068667209449
53,4,-0.18727587865721726,-0.013115453333311794,-0.982219791910096,0.14963763721037457
53,5,-0.020907705600134482,-0.08149943152856197,-0.9964540156555728,0.05463325396089382
54,1,-0.08790929230744755,0.039580520819123215,-0.9953418425415,0.042324202016595716
54,2,-0.05294386508604648,-0.03130024930169384,-0.9981068052588598,0.08050909361286394
54,3,-0.03150093426072368,0.056711747663904966,-0.9978935208505252,0.07192990431028688
54,4,-0.1872291619996245,-0.013076911094754985,-0.982229201165072,0.1434947632458607
54,5,-0.02095941553820361,-0.08129755030996746,-0.9964694462649416,0.0596623136233378
55,1,-0.08800106086892619,0.03953356283335863,-0.9953355630149192,0.031370933547634164
55,2,-0.052867238574491784,-0.031362812577302564,-0.9981089268988848,0.0617367148331095
55,3,-0.031513973556682714,0.056724168559394626,-0.9978924310100566,0.015764483342060792
55,4,-0.18712875845672167,-0.013044200663481921,-0.9822487958339404,0.0941191054593907
55,5,-0.0209275917345416,-0.08124740466608105,-0.9964742540667654,0.027090792504954997
56,1,-0.08793428458767186,0.03945456933009872,-0.9953446024749292,0.044743271597892056
56,2,-0.0528977204703108,-0.031562115941620464,-0.9981010567809092,0.10110759102731905
56,3,-0.031515397906078935,0.056842682865692086,-0.9978856500121042,0.061579103047904676
56,4,-0.1869467622394365,-0.012964150801110977,-0.9822845296359276,0.0941191054593907
56,5,-0.02095483827889145,-0.08122110592161083,-0.9964758503898136,0.06229084793858609
57,1,-0.08783743504696273,0.039436430058208335,-0.9953538630209768,0.04210639953894025
57,2,-0.05304103555613235,-0.03165627660885363,-0.9980903795388596,0.10110759102731905
57,3,-0.03155582508066093,0.05690087574849055,-0.9978810046626998,0.024824447200745614
57,4,-0.1867648984650136,-0.012884015114539148,-0.9823202107610524,0.10362145933170851
57,5,-0.021076945808480352,-0.08140973457661156,-0.9964578026085118,0.07981222529250835
58,1,-0.08774195475740824,0.03957931262046417,-0.995356601952852,0.04900716215593846
58,2,-0.05318449320163402,-0.03175033649683,-0.9980798185670009,0.13623956822255645
58,3,-0.03170377936496797,0.05672515578793326,-0.9978863421854322,0.09790121724020898
58,4,-0.1866144026440939,-0.012831376577867398,-0.982349371794486,0.09660900576398686
58,5,-0.0210181607091315,-0.0815699390136839,-0.9964459136100268,0.037624101497405096
59,1,-0.08770684154195678,0.03954923171138301,-0.995360986155864,0.03765596596461661
59,2,-0.053456829886984976,-0.031866736705714584,-0.9980615570352408,0.09588567203615005
59,3,-0.03183051052497165,0.05661188045153764,-0.997888702372208,0.04818602469123979
59,4,-0.1864282409994837,-0.01282885365412631,-0.9823848095547816,0.09660900576398686
59,5,-0.02093517824289944,-0.08170102741172935,-0.9964370791017616,0.044895210795116734
60,1,-0.08754440024782317,0.039501010285440966,-0.9953771492323082,0.010635825133745955
60,2,-0.053566777677101024,-0.03172203156460325,-0.9980602553323848,0.03468849315554412
60,3,-0.03201207797759095,0.05679673561396537,-0.9978723743876716,0.052853118174759434
60,4,-0.1862420684002123,-0.012826343343004913,-0.9824201624433204,0.09620000460612534
60,5,-0.020948210393138957,-0.08174091158784398,-0.996433358864556,0.02589233287202319
61,1,-0.08752907355991021,0.0394760846796017,-0.9953794563841376,0.026302112929359515
61,2,-0.05352330788720229,-0.031832185981461036,-0.9980591295786984,0.03468849315554412
61,3,-0.032152356907712,0.05691635949024729,-0.9978611322663894,0.07975468074123557
61,4,-0.18612837896933387,-0.012952286764706708,-0.982439991257868,0.1180770357751612
61,5,-0.02095097400663233,-0.08181498413277878,-0.9964272537833286,0.04364611548599575
62,1,-0.08744467491328099,0.039419260990047056,-0.99538913176133,0.03893863737457591
62,2,-0.053479837703364966,-0.03194244800327973,-0.998057912604916,0.0918014213745197
62,3,-0.032253886140502036,0.05699504391966648,-0.9978533813533036,0.08425298600818376
62,4,-0.1859549789346866,-0.013013328411522258,-0.982472182435044,0.1180770357751612
62,5,-0.020954739995721488,-0.08189811247245213,-0.9964203590672556,0.04874787820334199
63,1,-0.08751057367342156,0.039297503982482586,-0.995388124797342,0.05892723710733113
63,2,-0.05340187376255042,-0.03173734769836857,-0.9980685793587164,0.08219816047182038
63,3,-0.03247984765029845,0.05694896297743561,-0.9978486445636976,0.09138705306681925
63,4,-0.1857815610495844,-0.013074438524135508,-0.982504148263906,0.13709101920751243
63,5,-0.020955701552302062,-0.0820735600505766,-0.9964059294603349,0.07693501858016889
64,1,-0.08751164185155573,0.039418587517556655,-0.9953832680881206,0.039884082330422885
64,2,-0.0529759656257585,-0.031421077723723066,-0.9981013604890884,0.08219816047182038
64,3,-0.03275158544907448,0.05692844182538604,-0.997840907781443,0.06674036772062582
64,4,-0.18576328470987186,-0.0132404281936008,-0.9825053508611801,0.11446106530015794
64,5,-0.02108633409569767,-0.08211598763064139,-0.9963996469049904,0.04604566677401439
65,1,-0.087574357048069,0.03930247647736028,-0.99538234075041,0.05937004651735419
65,2,-0.052549953121367766,-0.031105059815222238,-0.9981337424000069,0.09010916654923898
65,3,-0.032854982060722786,0.05697089261415834,-0.9978350841069789,0.07907813638523976
65,4,-0.18566100010129608,-0.013439442140630165,-0.9825219394718976,0.11446106530015794
65,5,-0.021013116943840726,-0.08209176343139513,-0.9964032305541858,0.038508517794556815
